Player,Nation,UrlFBref,TmPos,clubes
Rodrigo,es,https://fbref.com/en/players/85bed4ee/Rodrigo,Attacking Midfield,['Betis']
Rodrigo,es,https://fbref.com/en/players/1fb1c435/Rodrigo,Second Striker,['AEK Athens' 'Ajaccio' 'Lausanne-Sport' 'Sion' 'Strasbourg']
Rodrigo,es,https://fbref.com/en/players/85bed4ee/Rodrigo,Attacking Midfield,['Betis']
Gerson Rodrigues,lu,https://fbref.com/en/players/3814b753/Gerson-Rodrigues,Left Winger,['Telstar' 'Júbilo Iwata' 'Ankaragücü' 'Dynamo Kyiv' 'Troyes']
Kévin Rodrigues,pt,https://fbref.com/en/players/f1bed920/Kevin-Rodrigues,Left-Back,['Toulouse' 'Dijon' 'Real Sociedad' 'Leganés' 'Eibar' 'Rayo Vallecano']
Óscar Rodríguez Arnaiz,es,https://fbref.com/en/players/19709006/Oscar-Rodriguez-Arnaiz,Attacking Midfield,['Getafe' 'Leganés' 'Real Madrid' 'Sevilla']
Óscar Rodríguez Arnaiz,es,https://fbref.com/en/players/19709006/Oscar-Rodriguez-Arnaiz,Attacking Midfield,['Getafe' 'Leganés' 'Real Madrid' 'Sevilla']
Ángel Rodríguez,es,https://fbref.com/en/players/8cfc2f69/Angel-Rodriguez,Centre-Forward,['Tenerife' 'Elche' 'Levante' 'Eibar' 'Zaragoza' 'Getafe' 'Mallorca']
Dani Rodríguez,es,https://fbref.com/en/players/70f8e0bd/Dani-Rodriguez,Attacking Midfield,['Albacete' 'Mallorca']
Guido Rodríguez,ar,https://fbref.com/en/players/34e393f2/Guido-Rodriguez,Defensive Midfield,['River Plate' 'Defensa y Just' 'Tijuana' 'América' 'Betis']
Jay Rodriguez,en,https://fbref.com/en/players/4ab53cdb/Jay-Rodriguez,Centre-Forward,['Stirling Albion' 'Burnley' 'Barnsley' 'Southampton' 'West Brom']
Ricardo Rodríguez,ch,https://fbref.com/en/players/7f78ad23/Ricardo-Rodriguez,Left-Back,['Zürich' 'Wolfsburg' 'Milan' 'PSV Eindhoven' 'Torino']
Rodrygo,br,https://fbref.com/en/players/8f5e92a6/Rodrygo,Right Winger,['Santos' 'Real Madrid']
Mads Roerslev,dk,https://fbref.com/en/players/57c94db2/Mads-Roerslev,Right-Back,['FC Copenhagen' 'Halmstad' 'Vendsyssel' 'Brentford']
Marko Rog,hr,https://fbref.com/en/players/b6b2b820/Marko-Rog,Central Midfield,['RNK Split' 'Dinamo Zagreb' 'Napoli' 'Sevilla' 'Cagliari']
Rogério,br,https://fbref.com/en/players/10e7f486/Rogerio,Left-Back,['Sassuolo']
Alessio Romagnoli,it,https://fbref.com/en/players/3ead85f9/Alessio-Romagnoli,Centre-Back,['Roma' 'Sampdoria' 'Milan']
Simone Romagnoli,it,https://fbref.com/en/players/09899de8/Simone-Romagnoli,Centre-Back,['Pescara' 'Spezia' 'Carpi' 'Bologna' 'Empoli' 'Brescia']
Cristian Romero,ar,https://fbref.com/en/players/a3d94a58/Cristian-Romero,Centre-Back,['Belgrano' 'Genoa' 'Atalanta' 'Tottenham']
Iván Romero,es,https://fbref.com/en/players/2fbe6af0/Ivan-Romero,Centre-Forward,['Sevilla']
Luka Romero,ar,https://fbref.com/en/players/ca6edaa0/Luka-Romero,Attacking Midfield,['Mallorca' 'Lazio']
Oriol Romeu,es,https://fbref.com/en/players/4b511457/Oriol-Romeu,Defensive Midfield,['Barcelona' 'Barcelona B' 'Chelsea' 'Valencia' 'Stuttgart' 'Southampton']
Cristiano Ronaldo,pt,https://fbref.com/en/players/dea698d9/Cristiano-Ronaldo,Centre-Forward,['Sporting CP' 'Manchester Utd' 'Real Madrid' 'Juventus']
Cristiano Ronaldo,pt,https://fbref.com/en/players/dea698d9/Cristiano-Ronaldo,Centre-Forward,['Sporting CP' 'Manchester Utd' 'Real Madrid' 'Juventus']
Salomón Rondón,ve,https://fbref.com/en/players/b318a643/Salomon-Rondon,Centre-Forward,"['Las Palmas' 'Málaga' 'Rubin Kazan' 'Zenit' 'West Brom' 'Newcastle Utd'
 'Dalian Yifang' 'Dalian Professional' 'CSKA Moscow' 'Everton']"
Valentin Rongier,fr,https://fbref.com/en/players/ed45c4a5/Valentin-Rongier,Central Midfield,['Marseille' 'Nantes']
Marten de Roon,nl,https://fbref.com/en/players/2a1beb34/Marten-de-Roon,Defensive Midfield,"['Atalanta' 'Heerenveen' 'Middlesbrough' ""Sparta R'dam""]"
Unai Ropero,es,,,['Alavés']
Pablo Rosario,nl,https://fbref.com/en/players/1a6b7ea4/Pablo-Rosario,Defensive Midfield,['Almere City' 'Jong PSV' 'PSV Eindhoven' 'Nice']
Romario Rösch,de,https://fbref.com/en/players/87ebfdb8/Romario-Rosch,Attacking Midfield,['Augsburg U19' 'Roda JC' 'Mainz 05']
Danny Rose,en,https://fbref.com/en/players/89d10e53/Danny-Rose,Left-Back,"['Watford' ""P'borough Utd"" 'Tottenham' 'Bristol City' 'Sunderland'
 'Newcastle Utd']"
Tom Rothe,de,https://fbref.com/en/players/90c1f9a4/Tom-Rothe,Left-Back,['St. Pauli U17' 'Dortmund' 'Dortmund U19']
Jérôme Roussillon,fr,https://fbref.com/en/players/13203c45/Jerome-Roussillon,Left-Back,['Sochaux' 'Montpellier' 'Wolfsburg']
Nicolò Rovella,it,https://fbref.com/en/players/e58cbfd5/Nicolo-Rovella,Defensive Midfield,['Genoa']
Jon Rowe,en,https://fbref.com/en/players/8c12f884/Jon-Rowe,Left Winger,['Norwich City']
Amir Rrahmani,xk,https://fbref.com/en/players/4b3e1a38/Amir-Rrahmani,Centre-Back,['RNK Split' 'Lokomotiva' 'Dinamo Zagreb' 'Hellas Verona' 'Napoli']
Ruan,br,https://fbref.com/en/players/a378a02a/Ruan,Centre-Back,['Grêmio' 'Sassuolo']
Rubén,es,https://fbref.com/en/players/24279b8b/Ruben,Goalkeeper,"['Barcelona' 'Cartagena' 'Málaga' 'Rayo Vallecano' 'Almería' 'Levante'
 'Anderlecht' 'La Coruña' 'Osasuna']"
Rubén,es,https://fbref.com/en/players/35d4f151/Ruben,Right-Back,['Espanyol']
Antonio Rüdiger,de,https://fbref.com/en/players/18b896d6/Antonio-Rudiger,Centre-Back,['Stuttgart II' 'Stuttgart' 'Roma' 'Chelsea']
Sebastian Rudy,de,https://fbref.com/en/players/80f36c88/Sebastian-Rudy,Defensive Midfield,['Stuttgart' 'Stuttgart II' 'Hoffenheim' 'Bayern Munich' 'Schalke 04']
Daniele Rugani,it,https://fbref.com/en/players/14b8fcdf/Daniele-Rugani,Centre-Back,['Empoli' 'Juventus' 'Rennes' 'Cagliari']
Matteo Ruggeri,it,https://fbref.com/en/players/ae9898c5/Matteo-Ruggeri,Left-Back,['Atalanta' 'Salernitana']
Mário Rui,pt,https://fbref.com/en/players/0b5a292a/Mario-Rui,Left-Back,['Gubbio' 'Spezia' 'Empoli' 'Roma' 'Napoli']
Aitor Ruibal,es,https://fbref.com/en/players/a55d8df5/Aitor-Ruibal,Right Winger,['Betis' 'Majadahonda' 'Leganés']
Fabián Ruiz Peña,es,https://fbref.com/en/players/c0c7ff58/Fabian-Ruiz-Pena,Central Midfield,['Betis' 'Elche' 'Napoli']
Isma Ruiz,es,https://fbref.com/en/players/6e36226f/Isma-Ruiz,Central Midfield,['Granada']
Víctor Ruiz,es,https://fbref.com/en/players/b3dc6eca/Victor-Ruiz,Centre-Back,['Espanyol' 'Napoli' 'Valencia' 'Villarreal' 'Beşiktaş' 'Betis']
Lukas Rupp,de,https://fbref.com/en/players/3faa1780/Lukas-Rupp,Central Midfield,"['Karlsruher' 'Paderborn 07' ""M'Gladbach"" 'Stuttgart' 'Hoffenheim'
 'Norwich City']"
Alessandro Russo,it,https://fbref.com/en/players/3945ac70/Alessandro-Russo,Goalkeeper,['Genoa' 'Sassuolo' 'Virtus Entella' 'Sint-Truiden' 'Alessandria']
Alessandro Russo,it,https://fbref.com/en/players/7152082d/Alessandro-Russo,Central Midfield,['Salernitana']
Franco Russo,ar,https://fbref.com/en/players/b75ac54b/Franco-Russo,Centre-Back,['Mallorca' 'Ponferradina']
Georginio Rutter,fr,https://fbref.com/en/players/c64c01fc/Georginio-Rutter,Centre-Forward,['Hoffenheim' 'Rennes']
Julian Ryerson,no,https://fbref.com/en/players/009a4f60/Julian-Ryerson,Right-Back,['Viking' 'Union Berlin']
Roli Pereira de Sa,fr,https://fbref.com/en/players/60f58477/Roli-Pereira-de-Sa,Attacking Midfield,['Nantes' 'Paris FC' 'Paris S-G' 'Tours']
Youssouf Sabaly,sn,https://fbref.com/en/players/fbbb9269/Youssouf-Sabaly,Right-Back,['Evian' 'Nantes' 'Paris S-G' 'Bordeaux' 'Betis']
Mathys Saban,fr,https://fbref.com/en/players/7d9f3d69/Mathys-Saban,Centre-Forward,['Saint-Étienne']
Stefano Sabelli,it,https://fbref.com/en/players/0ccac09c/Stefano-Sabelli,Right-Back,['Bari' 'Carpi' 'Brescia' 'Empoli' 'Genoa']
Abdelhamid Sabiri,de,https://fbref.com/en/players/4830e0af/Abdelhamid-Sabiri,Attacking Midfield,['Nürnberg' 'Huddersfield' 'Paderborn 07' 'Ascoli' 'Sampdoria']
Marcel Sabitzer,at,https://fbref.com/en/players/e280527c/Marcel-Sabitzer,Central Midfield,['Admira' 'Rapid Wien' 'RB Salzburg' 'RB Leipzig' 'Bayern Munich']
Marcel Sabitzer,at,https://fbref.com/en/players/e280527c/Marcel-Sabitzer,Central Midfield,['Admira' 'Rapid Wien' 'RB Salzburg' 'RB Leipzig' 'Bayern Munich']
Falaye Sacko,ml,https://fbref.com/en/players/6388e356/Falaye-Sacko,Right-Back,['Sint-Truiden' 'Vitória' 'Saint-Étienne']
Alexis Saelemaekers,be,https://fbref.com/en/players/ee251371/Alexis-Saelemaekers,Right Winger,['Anderlecht' 'Milan']
Rafiki Said Ahamada,fr,https://fbref.com/en/players/c2e5f306/Rafiki-Said-Ahamada,Centre-Forward,['Brest']
Wesley Saïd,fr,https://fbref.com/en/players/90fcf472/Wesley-Said,Centre-Forward,['Rennes' 'Laval' 'Dijon' 'Toulouse' 'Lens']
Allan Saint-Maximin,fr,https://fbref.com/en/players/2b16cb1a/Allan-Saint-Maximin,Left Winger,['Bastia' 'Hannover 96' 'Monaco' 'Newcastle Utd' 'Nice' 'Saint-Étienne']
Romain Saïss,ma,https://fbref.com/en/players/9fbbcf39/Romain-Saiss,Centre-Back,['Clermont Foot' 'Le Havre' 'Angers' 'Wolves']
Bukayo Saka,en,https://fbref.com/en/players/bc7dc64d/Bukayo-Saka,Left Midfield,['Arsenal']
Mamadou Sakho,fr,https://fbref.com/en/players/87935cf3/Mamadou-Sakho,Centre-Back,"['Paris S-G' 'Liverpool' 'Crystal Palace' 'Crystal Palace U23'
 'Montpellier']"
Bakary Sako,ml,https://fbref.com/en/players/381d7d54/Bakary-Sako,Left Winger,['Saint-Étienne' 'Wolves' 'Crystal Palace' 'West Brom']
Jacopo Sala,it,https://fbref.com/en/players/da5a981b/Jacopo-Sala,Right-Back,['Hamburger SV' 'Hellas Verona' 'Sampdoria' 'SPAL' 'Spezia']
Mohamed Salah,eg,https://fbref.com/en/players/e342ad68/Mohamed-Salah,Right Winger,['Basel' 'Chelsea' 'Fiorentina' 'Roma' 'Liverpool']
Eddie Salcedo,it,https://fbref.com/en/players/0489bb30/Eddie-Salcedo,Centre-Forward,['Genoa' 'Hellas Verona' 'Spezia']
William Saliba,fr,https://fbref.com/en/players/972aeb2a/William-Saliba,Centre-Back,['Saint-Étienne' 'Nice' 'Arsenal' 'Marseille']
Mohammed Salisu,gh,https://fbref.com/en/players/0b33f6ad/Mohammed-Salisu,Centre-Back,['Valladolid' 'Southampton']
Roland Sallai,hu,https://fbref.com/en/players/bf075f6b/Roland-Sallai,Right Winger,['Puskás' 'Palermo' 'Freiburg']
Yoann Salmier,gf,https://fbref.com/en/players/c3725db2/Yoann-Salmier,Centre-Back,['Strasbourg' 'Troyes']
Salvi,es,https://fbref.com/en/players/405f267a/Salvi,Right Winger,['Cádiz']
Lazar Samardzic,de,https://fbref.com/en/players/217c93a1/Lazar-Samardzic,Attacking Midfield,['Hertha U17' 'Hertha BSC' 'Hertha U19' 'RB Leipzig' 'Udinese']
Diadie Samassékou,ml,https://fbref.com/en/players/08593525/Diadie-Samassekou,Defensive Midfield,['RB Salzburg' 'Hoffenheim']
Mama Samba Baldé,gw,https://fbref.com/en/players/fb14aa28/Mama-Samba-Balde,Right Winger,['Aves' 'Dijon' 'Troyes']
Albert Sambi Lokonga,be,https://fbref.com/en/players/1b4f1169/Albert-Sambi-Lokonga,Central Midfield,['Anderlecht' 'Arsenal']
Junior Sambia,fr,https://fbref.com/en/players/24eb7ed6/Junior-Sambia,Right-Back,['Niort' 'Montpellier']
Luigi Samele,it,https://fbref.com/en/players/548fea2f/Luigi-Samele,Centre-Forward,['Sassuolo']
Fede San Emeterio,es,https://fbref.com/en/players/efecd633/Fede-San-Emeterio,Central Midfield,['Racing Sant' 'Sevilla B' 'Granada' 'Valladolid' 'Cádiz']
Antonio Sanabria,py,https://fbref.com/en/players/0a447501/Antonio-Sanabria,Centre-Forward,['Sassuolo' 'Barcelona B' 'Roma' 'Sporting Gijón' 'Betis' 'Genoa' 'Torino']
Oihan Sancet,es,https://fbref.com/en/players/bdb624a3/Oihan-Sancet,Attacking Midfield,['Athletic Club']
Renato Sanches,pt,https://fbref.com/en/players/032f894e/Renato-Sanches,Central Midfield,['Bayern Munich' 'Benfica' 'Lille' 'Swansea City']
Alexis Sánchez,cl,https://fbref.com/en/players/2c0f8e9e/Alexis-Sanchez,Centre-Forward,['Udinese' 'Barcelona' 'Arsenal' 'Manchester Utd' 'Inter']
Antonio Sánchez,es,https://fbref.com/en/players/a254bbe0/Antonio-Sanchez,Central Midfield,['CD Mirandés' 'Mallorca']
Davinson Sánchez,co,https://fbref.com/en/players/da7b447d/Davinson-Sanchez,Centre-Back,['Nacional' 'Ajax' 'Jong Ajax' 'Tottenham']
Germán Sánchez,es,https://fbref.com/en/players/ea9b2ef9/German-Sanchez,Centre-Back,['Tenerife' 'Granada']
Juan Sánchez,es,https://fbref.com/en/players/ff4f78e1/Juan-Sanchez,Right Winger,['Sevilla']
Manuel Sánchez,es,https://fbref.com/en/players/ffacd3d5/Manuel-Sanchez,Left-Back,['Atlético Madrid' 'Osasuna']
Jadon Sancho,en,https://fbref.com/en/players/dbf053da/Jadon-Sancho,Right Winger,['Manchester City' 'Dortmund U19' 'Dortmund' 'Manchester Utd']
Philippe Sandler,nl,https://fbref.com/en/players/60740e70/Philippe-Sandler,Centre-Back,['Zwolle' 'Manchester City' 'Anderlecht' 'Troyes' 'Feyenoord']
Alex Sandro,br,https://fbref.com/en/players/0d82903c/Alex-Sandro,Left-Back,['Porto' 'Juventus']
Leroy Sané,de,https://fbref.com/en/players/2b114be3/Leroy-Sane,Right Winger,['Schalke 04' 'Manchester City' 'Bayern Munich']
Oier Sanjurjo,es,https://fbref.com/en/players/466824fb/Oier-Sanjurjo,Defensive Midfield,['Osasuna' 'Celta Vigo']
Mohamed Sankoh,nl,https://fbref.com/en/players/be625686/Mohamed-Sankoh,Centre-Forward,['Stoke City' 'Stuttgart U19' 'Stuttgart']
Morgan Sanson,fr,https://fbref.com/en/players/6e7f1353/Morgan-Sanson,Central Midfield,['Le Mans' 'Montpellier' 'Marseille' 'Aston Villa']
Nicola Sansone,it,https://fbref.com/en/players/7eb97a8e/Nicola-Sansone,Left Winger,['Bayern Munich II' 'Crotone' 'Parma' 'Sassuolo' 'Villarreal' 'Bologna']
Baptiste Santamaria,fr,https://fbref.com/en/players/5e22e2a4/Baptiste-Santamaria,Defensive Midfield,['Tours' 'Angers' 'Freiburg' 'Rennes']
Baptiste Santamaria,fr,https://fbref.com/en/players/5e22e2a4/Baptiste-Santamaria,Defensive Midfield,['Tours' 'Angers' 'Freiburg' 'Rennes']
Federico Santander,py,https://fbref.com/en/players/df85d472/Federico-Santander,Centre-Forward,['Toulouse' 'FC Copenhagen' 'Bologna']
Jesús Santiago,es,https://fbref.com/en/players/bc49fd34/Jesus-Santiago,Central Midfield,['Valencia']
Samir Santos,br,https://fbref.com/en/players/92b4758e/Samir-Santos,Left-Back,['Flamengo' 'Hellas Verona' 'Udinese' 'Watford']
Samir Santos,br,https://fbref.com/en/players/92b4758e/Samir-Santos,Left-Back,['Flamengo' 'Hellas Verona' 'Udinese' 'Watford']
Sergio Santos,es,https://fbref.com/en/players/cf59e05f/Sergio-Santos,Right-Back,['Real Madrid']
Alvaro Sanz,es,https://fbref.com/en/players/eaefa2d0/Alvaro-Sanz,Defensive Midfield,['Barcelona']
Riccardo Saponara,it,https://fbref.com/en/players/3bb7af3b/Riccardo-Saponara,Attacking Midfield,['Empoli' 'Milan' 'Fiorentina' 'Sampdoria' 'Genoa' 'Lecce' 'Spezia']
Pablo Sarabia,es,https://fbref.com/en/players/9744ff80/Pablo-Sarabia,Right Winger,['Getafe' 'Sevilla' 'Paris S-G' 'Sporting CP']
Marcelo Saracchi,uy,https://fbref.com/en/players/1c96ad85/Marcelo-Saracchi,Left-Back,['Danubio' 'River Plate' 'RB Leipzig' 'Galatasaray' 'Levante']
Josh Sargent,us,https://fbref.com/en/players/a8d4428b/Josh-Sargent,Centre-Forward,['Norwich City' 'Werder Bremen']
Jeremy Sarmiento,ec,https://fbref.com/en/players/ac0d576d/Jeremy-Sarmiento,Left Winger,['Brighton']
Bouna Sarr,sn,https://fbref.com/en/players/1a4b9094/Bouna-Sarr,Right-Back,['Metz' 'Marseille' 'Bayern Munich']
Ismaila Sarr,sn,https://fbref.com/en/players/bfdb33aa/Ismaila-Sarr,Right Winger,['Metz' 'Rennes' 'Watford']
Malang Sarr,fr,https://fbref.com/en/players/4315f30d/Malang-Sarr,Centre-Back,['Nice' 'Porto' 'Chelsea']
Joan Sastre Vanrell,es,https://fbref.com/en/players/f9acf8bf/Joan-Sastre-Vanrell,Right-Back,['Mallorca' 'PAOK']
Martin Satriano,it,https://fbref.com/en/players/86383d0e/Martin-Satriano,Centre-Forward,['Inter' 'Brest']
Martin Satriano,it,https://fbref.com/en/players/86383d0e/Martin-Satriano,Centre-Forward,['Inter' 'Brest']
Téji Savanier,fr,https://fbref.com/en/players/6bde367b/Teji-Savanier,Central Midfield,['Arles-Avignon' 'Nîmes' 'Montpellier']
Esteban Saveljich,me,https://fbref.com/en/players/79f2a5f5/Esteban-Saveljich,Centre-Back,['Defensa y Just' 'Almería' 'Levante' 'Albacete' 'Rayo Vallecano']
Stefan Savić,me,https://fbref.com/en/players/f6ac68c1/Stefan-Savic,Centre-Back,['BSK Borča' 'Partizan' 'Manchester City' 'Fiorentina' 'Atlético Madrid']
Joe Scally,us,,,"[""M'Gladbach"" 'NYCFC']"
Giorgio Scalvini,it,https://fbref.com/en/players/1e9aa637/Giorgio-Scalvini,Centre-Back,['Atalanta']
Gianluca Scamacca,it,https://fbref.com/en/players/8790f988/Gianluca-Scamacca,Centre-Forward,['Jong PSV' 'Cremonese' 'Sassuolo' 'Zwolle' 'Ascoli' 'Genoa']
Dane Scarlett,en,https://fbref.com/en/players/21945a9e/Dane-Scarlett,Centre-Forward,['Tottenham']
Kevin Schade,de,https://fbref.com/en/players/52afb588/Kevin-Schade,Right Winger,['Cottbus U17' 'Freiburg U19' 'Freiburg' 'SC Freiburg II']
András Schäfer,hu,https://fbref.com/en/players/049751d7/Andras-Schafer,Central Midfield,['MTK Budapest' 'Union Berlin']
Fabian Schär,ch,https://fbref.com/en/players/c8aa95da/Fabian-Schar,Centre-Back,['Basel' 'Hoffenheim' 'La Coruña' 'Newcastle Utd']
Louis Schaub,at,https://fbref.com/en/players/b50ec54b/Louis-Schaub,Attacking Midfield,['Rapid Wien' 'Köln' 'Hamburger SV' 'Luzern']
Andrea Schiavone,it,https://fbref.com/en/players/4b55eb4d/Andrea-Schiavone,Defensive Midfield,['Siena' 'Modena' 'Livorno' 'Cesena' 'Venezia' 'Salernitana']
Patrik Schick,cz,https://fbref.com/en/players/5d4f7d61/Patrik-Schick,Centre-Forward,"['Sparta Prague' 'Bohemians 1905' 'Sampdoria' 'Roma' 'RB Leipzig'
 'Leverkusen']"
Kingsley Schindler,de,https://fbref.com/en/players/bd527260/Kingsley-Schindler,Right Winger,['Holstein Kiel' 'Köln' 'Hannover 96']
Xaver Schlager,at,https://fbref.com/en/players/8f056768/Xaver-Schlager,Central Midfield,['RB Salzburg' 'Wolfsburg']
Keven Schlotterbeck,de,https://fbref.com/en/players/f6bdc830/Keven-Schlotterbeck,Centre-Back,['Freiburg' 'Union Berlin' 'SC Freiburg II']
Nico Schlotterbeck,de,https://fbref.com/en/players/34e12499/Nico-Schlotterbeck,Centre-Back,['KSC U19' 'Freiburg U19' 'Freiburg' 'Union Berlin']
Jeffrey Schlupp,gh,https://fbref.com/en/players/3312f911/Jeffrey-Schlupp,Left Midfield,['Brentford' 'Leicester City' 'Crystal Palace']
Jonathan Schmid,fr,https://fbref.com/en/players/088ca1bd/Jonathan-Schmid,Right-Back,['Freiburg' 'Hoffenheim' 'Augsburg' 'SC Freiburg II']
Benno Schmitz,de,https://fbref.com/en/players/ad00b1a8/Benno-Schmitz,Right-Back,['RB Salzburg' 'RB Leipzig' 'Köln']
David Schnegg,at,https://fbref.com/en/players/1c341b14/David-Schnegg,Left-Back,['LASK' 'WSG Tirol' 'Crotone' 'Venezia']
Morgan Schneiderlin,fr,https://fbref.com/en/players/51b41c5c/Morgan-Schneiderlin,Defensive Midfield,['Strasbourg' 'Southampton' 'Manchester Utd' 'Everton' 'Nice']
Alessandro Schöpf,at,https://fbref.com/en/players/106bca06/Alessandro-Schopf,Attacking Midfield,['Arminia' 'Nürnberg' 'Schalke 04']
Jerdy Schouten,nl,https://fbref.com/en/players/2cfae697/Jerdy-Schouten,Central Midfield,['ADO Den Haag' 'Telstar' 'Excelsior' 'Bologna']
Nico Schulz,de,https://fbref.com/en/players/fa274d97/Nico-Schulz,Left-Back,"['Hertha BSC' ""M'Gladbach"" 'Hoffenheim' 'Dortmund']"
Valentino Scotta,es,https://fbref.com/en/players/98529579/Valentino-Scotta,Right-Back,['Sevilla']
Demba Seck,sn,https://fbref.com/en/players/16463a79/Demba-Seck,Right Winger,['SPAL' 'Torino']
Aleksandar Sedlar,rs,https://fbref.com/en/players/a35134ae/Aleksandar-Sedlar,Centre-Back,['Metalac GM' 'Piast Gliwice' 'Mallorca']
Paul Seguin,de,https://fbref.com/en/players/8872ed17/Paul-Seguin,Central Midfield,['Wolfsburg' 'Dresden' 'Greuther Fürth']
Alidu Seidu,gh,https://fbref.com/en/players/cea59f02/Alidu-Seidu,Right-Back,['Clermont Foot']
Davie Selke,de,https://fbref.com/en/players/1238a3f9/Davie-Selke,Centre-Forward,['Werder Bremen' 'RB Leipzig' 'Hertha BSC']
Ken Sema,se,https://fbref.com/en/players/1770bd68/Ken-Sema,Left Midfield,['Ljungskile' 'Östersund' 'Watford' 'Udinese']
Nélson Semedo,pt,https://fbref.com/en/players/d04b94db/Nelson-Semedo,Right-Back,['Benfica' 'Barcelona' 'Wolves']
Lion Semić,de,https://fbref.com/en/players/87ebd8c9/Lion-Semic,Right-Back,['Dortmund U17' 'Dortmund U19' 'Dortmund']
Stefano Sensi,it,https://fbref.com/en/players/b70bde8f/Stefano-Sensi,Central Midfield,['Cesena' 'Sassuolo' 'Inter' 'Sampdoria']
Stefano Sensi,it,https://fbref.com/en/players/b70bde8f/Stefano-Sensi,Central Midfield,['Cesena' 'Sassuolo' 'Inter' 'Sampdoria']
Suat Serdar,de,https://fbref.com/en/players/b3325a30/Suat-Serdar,Central Midfield,['Hertha BSC' 'Mainz 05' 'Mainz 05 II' 'Schalke 04']
Laurens Serpe,it,https://fbref.com/en/players/79d60e74/Laurens-Serpe,Centre-Back,['Crotone' 'Genoa']
Janni Serra,de,https://fbref.com/en/players/40b58bfc/Janni-Serra,Centre-Forward,['Dortmund U19' 'Bochum' 'Holstein Kiel' 'Arminia']
Javier Serrano,es,https://fbref.com/en/players/0a8fd9cb/Javier-Serrano,Central Midfield,['Atlético Madrid']
Nicolás Serrano,es,https://fbref.com/en/players/2ad0e5e5/Nicolas-Serrano,Left Winger,['Athletic Club']
Zidan Sertdemir,dk,https://fbref.com/en/players/eec1f7f4/Zidan-Sertdemir,Central Midfield,['Leverkusen' 'Leverkusen U19']
Ryan Sessegnon,en,https://fbref.com/en/players/6aa3e78b/Ryan-Sessegnon,Left Midfield,['Fulham' 'Tottenham' 'Hoffenheim']
Nils Seufert,de,https://fbref.com/en/players/0da32a38/Nils-Seufert,Central Midfield,['Kaiserslautern' 'Arminia' 'Greuther Fürth' 'Sandhausen']
Salva Sevilla,es,https://fbref.com/en/players/75bd85ea/Salva-Sevilla,Central Midfield,['Poli Ejido' 'Sevilla B' 'Salamanca' 'Betis' 'Espanyol' 'Mallorca']
Stephan El Shaarawy,it,https://fbref.com/en/players/d3aaad90/Stephan-El-Shaarawy,Left Winger,['Genoa' 'Padova' 'Milan' 'Monaco' 'Roma' 'Shanghai Shen']
Jamie Shackleton,en,https://fbref.com/en/players/8d03ca5a/Jamie-Shackleton,Central Midfield,['Leeds United' 'Leeds Utd U23']
Xherdan Shaqiri,ch,https://fbref.com/en/players/6421ec64/Xherdan-Shaqiri,Right Winger,"['Basel' 'Bayern Munich' 'Inter' 'Stoke City' 'Liverpool' 'Lyon'
 'Chicago Fire']"
Luke Shaw,en,https://fbref.com/en/players/9c94165b/Luke-Shaw,Left-Back,['Southampton' 'Manchester Utd']
Jonjo Shelvey,en,https://fbref.com/en/players/3727dd3c/Jonjo-Shelvey,Central Midfield,['Charlton Ath' 'Liverpool' 'Blackpool' 'Swansea City' 'Newcastle Utd']
Aimar Sher,se,https://fbref.com/en/players/ef301f96/Aimar-Sher,Central Midfield,['Hammarby' 'Spezia']
Eldor Shomurodov,uz,https://fbref.com/en/players/57469b2d/Eldor-Shomurodov,Centre-Forward,['Rostov' 'Genoa' 'Roma']
Shola Shoretire,en,https://fbref.com/en/players/00f0482f/Shola-Shoretire,Left Winger,['Manchester Utd']
Mahame Siby,ml,https://fbref.com/en/players/6d075c67/Mahame-Siby,Defensive Midfield,['Valenciennes' 'Strasbourg' 'Paris FC']
Aboubakar Sidibé,fr,https://fbref.com/en/players/ae5b93a0/Aboubakar-Sidibe,midfield,['Virton' 'Clermont Foot']
Alassane Sidibe,ci,https://fbref.com/en/players/f944979d/Alassane-Sidibe,Central Midfield,['Atalanta']
Djibril Sidibé,fr,https://fbref.com/en/players/4c5b714f/Djibril-Sidibe,Right-Back,['Troyes' 'Lille' 'Monaco' 'Everton']
Kaj Sierhuis,nl,https://fbref.com/en/players/9c2b1f11/Kaj-Sierhuis,Centre-Forward,['Jong Ajax' 'Ajax' 'Groningen' 'Reims' 'Heracles Almelo']
Francisco Sierralta,cl,https://fbref.com/en/players/0f933743/Francisco-Sierralta,Centre-Back,['Univ Católica' 'Palestino' 'Parma' 'Empoli' 'Watford']
Arnór Sigurðsson,is,https://fbref.com/en/players/f209b81e/Arnor-Sigurdsson,Attacking Midfield,['Norrköping' 'CSKA Moscow' 'Venezia']
Kiliann Sildillia,fr,https://fbref.com/en/players/313254a3/Kiliann-Sildillia,Centre-Back,['Freiburg' 'SC Freiburg II']
Adrien Silva,pt,https://fbref.com/en/players/d6f88a1d/Adrien-Silva,Central Midfield,['Sporting CP' 'Académica' 'Leicester City' 'Monaco' 'Sampdoria']
André Silva,pt,https://fbref.com/en/players/3effaa34/Andre-Silva,Centre-Forward,['Porto' 'Milan' 'Sevilla' 'Eint Frankfurt' 'RB Leipzig']
